text,date,original,genre,related,PII,request,offer,aid_related,medical_help,medical_products,search_and_rescue,security,military,child_alone,water,food,shelter,clothing,money,missing_people,refugees,death,other_aid,infrastructure_related,transport,buildings,electricity,tools,hospitals,shops,aid_centers,other_infrastructure,weather_related,floods,storm,fire,earthquake,cold,other_weather,direct_report,actionable_haiti,processed_text
iNFORMATION WE NEED TO KNOW: WAS THE COLLEGE OF SAINT ANNE MARIE DESTROYED? (ANSWER IS YES PER REPORTS) ,29-01-2010,Enfomasyon nou dwe konnen  Eske lekol kolej marie anne kraze?mesi,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,information we need to know was the college of saint anne marie destroyed answer is yes per reports 
I'm begging you please help me. My situation is very critical. ,29-01-2010,Tanpri edem souple paske si- tyasyon mwen kritik anpil.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, begging you please help me my situation is very critical 
"If a distribution is going to be done, won't Mole St-Nicolas not get anything? ",29-01-2010,si ta gen yon distribisyon kap fet eske mol sen nikola pap jwenn,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,if distribution is going to be done won mole st nicolas not get anything 
"Our house is destroyed, we are hungry. Please find a way to get help to us. ",29-01-2010,KAY NOU KRASE NOU GRANGOU FE YON JAN POU NOU,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,our house is destroyed we are hungry please find way to get help to us 
"If there is rain, will the water table (water source) be contaminated and make people sick ",29-01-2010,Eske le lapli ton b dlo yo pap kontamine ak maladi reps.,direct,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,if there is rain will the water table water source be contaminated and make people sick 
"I have lots of problems, my Digicel is down, all the others died. My address is Charpentier, in Les Cayes ",29-01-2010,Mwen gen anpil problem digicel mwen lage san agnen toute lot yo mouri adres charpentie okay,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, have lots of problems my digicel is down all the others died my address is charpentier in les cayes 
THEY SAY WE ARE UNDER AMERICAN OCCUPATION. IS IT TRUE? ,29-01-2010,yo di Ameriken mete nou sou okipasyon. Eske se vre?,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,they say we are under american occupation is it true 
"We need food,tents,water..we are in Alix Roi Street,Imp Champagne. ",29-01-2010,Nou vle manje dlo tant ruelle alix roi impasse champagne,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we need food tents water we are in alix roi street imp champagne 
If a house is not cracked can we go inside it? ,29-01-2010,Si yon kay pa fisire eske w ka entre ladann,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,if house is not cracked can we go inside it 
I would like to know the (minista) telephone ,29-01-2010,Mwen ta renmen konnen telefon minista,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, would like to know the minista telephone 
Work has begun in Saint Luis already? Because life is impassable in the captial but even more so in the other departments. ,29-01-2010,"Le travail est dj commenc  Saint-Luis ?, car la vie est impermable non seulement  cette capitale mais surtout les autres departements.",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,work has begun in saint luis already because life is impassable in the captial but even more so in the other departments 
We are dying of hunger in Anse  Veau ,29-01-2010,Nap mouri pala fin nan an savo,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we are dying of hunger in anse veau 
you want to know if we are not victims ,29-01-2010,ou ta renmen konen si nou pat viktim tou nou menn.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,you want to know if we are not victims 
"Social workers are needed to help victims in Port-au-Prince, Gressier, Leogane, Petit-Goave,and Jacmel ",29-01-2010,"Il faut des animateurs sociaux pour aider les victimes de por-au-princes, gressier, leogane, petit-goave et jacmel.",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,social workers are needed to help victims in port au prince gressier leogane petit goave and jacmel 
"We need help at Route des Dalles, Carrefour-Feuille area. ",29-01-2010,Nou bezwen ed sou dal tanpri i think you,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we need help at route des dalles carrefour feuille area 
"What time are the earthquakes going to end, because I cannot sleep in the rain again. ",29-01-2010,"kil tranblemandete sa ap fini, paske mwen paka domi nan seren anko",direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,what time are the earthquakes going to end because cannot sleep in the rain again 
I would like to know where can I get care? Which hospital? ,29-01-2010,Ki kote gen lopital ki ap bay swen,direct,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, would like to know where can get care which hospital 
Good evening. I would like to know how is my mother? She is in Port-au-Prince. Can you please help me buy a phone to call her. Please send me a card. Thanks in advance. ,29-01-2010,bonswa sil vous ple mwen bezwen pran nouveL MAnman m ki p. au. p mwen pa gen kat fe m zev voye yon ti jat pou mwen kounye a rep mesi davans,direct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good evening would like to know how is my mother she is in port au prince can you please help me buy phone to call her please send me card thanks in advance 
"Yesterday afernoon, they found a 16 year old near usen Gera who was still living. ",29-01-2010,"Y nan apres midi, yo jwenn yon ti moun 16 ans b sen Gera tou vivan.",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yesterday afernoon they found year old near usen gera who was still living 
"and if you don't boil the water and put some other disinfectant in it instead, can you get other problems? ",29-01-2010,esi tout fwa ou pata bouyi dlo a ou ta mete lot dezefektan ladan eskew ka gen yn lot pwoblem?,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,and if you don boil the water and put some other disinfectant in it instead can you get other problems 
I thank the team that does this good work ,29-01-2010,"Mwen remsye ekip saa, kap f bon travay saa.",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, thank the team that does this good work 
NOTES: They are requesting that somebody to pass by Butte Boyer #3 They don't have water food and Medicines,29-01-2010,Mesaj avek la otorite sil vou ple mezanmi pase nan butte boyer 3 nou pa ka jwenn nouriti tankou dlo manje medikamen voye je gade nou sil vou ple,direct,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notes they are requesting that somebody to pass by butte boyer they don have water food and medicines
We are asking for the state to increase the police patroll in the metropolitan area ,29-01-2010,NOU MANDE POU INSTANS LETA OGMENTE PATROUY POLIS NAN ZON METROPOLITAINE NAN,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,we are asking for the state to increase the police patroll in the metropolitan area 
"We are in Mon Repos Carrefour, and we never find help. ",29-01-2010,Nou nan mon repos nou pa janm jwenn ed kafou,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we are in mon repos carrefour and we never find help 
"hi, we are a group of people in the housing centre at Avenue N. We are asking those who are giving if it's only the poeple in the stadium and the people in Champ de Mars, the people .. ",29-01-2010,"Salut, nou se yon gwoup moun ki nan sit ebgeman nan avni N. Nap mande enstans kap bay d yo si se selman moun nan estad la ak moun sou chann mas, moun bo",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hi we are group of people in the housing centre at avenue we are asking those who are giving if it only the poeple in the stadium and the people in champ de mars the people 
"good evening, we are in Hatte, we are victims, we haven't been in contact with anyone to receive aid. Ok ",29-01-2010,"Bonswa, nan zon nou La Hatte nou sinistre nou pa jwenn pason moun ki ba nou d. Ok.",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good evening we are in hatte we are victims we haven been in contact with anyone to receive aid ok 
"Good evening, do a good investigation on the authorities and other Haitians bringing food for the people because they passed through Mirabalais to go and stock food in L'Artibonite. I would hope you .. ",29-01-2010,"Bonswa, mennen bon ankt sou otorite yo ak lot ayisyen kap pote manje poumoun yo. Paske yo pase pa mibale pou yal stoke manje yo latibonit, mwen ta sweteno",direct,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good evening do good investigation on the authorities and other haitians bringing food for the people because they passed through mirabalais to go and stock food in artibonite would hope you 
Send the police Jizi (??) a miracle now. ,29-01-2010,Voye lapolis jizi mirak kounye a,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,send the police jizi miracle now 
In Leogane we need shelter and food. ,29-01-2010,Nan leogane nou bezwen tant ak manje,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,in leogane we need shelter and food 
"SOS, we need Help please. Stop sending messages telling me what to do.we are in the Streets, Alix Roi Street, Champaign Road. ",29-01-2010,SOS NOU BEZON AID TANPRI BOUKE VOYE DIM SA POU M FE VOYE ED LA PITO NAN RUE ALIX ROI IMPAS CHAMPAGNE,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,sos we need help please stop sending messages telling me what to do we are in the streets alix roi street champaign road 
WHEN WE HAVE MORE AS 20 HOUSES AND 100 OF VICTIMES.. ,29-01-2010,LE. NOU RESANSE PLIS KE D 20 KAY ANDOMAJE E D SANTAN VIKTIM STAN D,direct,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,when we have more as houses and of victimes 
.. to help the children. I am from Mirebalais in the section of Crte .. ,29-01-2010,S POU EDE TI MOUN DMINI YO. MWEN SE MOUN MIBAL SOU SEKSYON KRT BRI,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, to help the children am from mirebalais in the section of crte 
(seemingly truncated) Port-au-Prince. We would like to help these people however possible Ok ,29-01-2010,P O PRENS. NOU TAP RENMEN ASISTE MOUN SA YO NAN MEZI KI POSIB. OK,direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, seemingly truncated port au prince we would like to help these people however possible ok 
what's up I have not received and answer about the information i requested. ,29-01-2010,Sak pase apam pa jwenn repons sou infomasyon m te voye mande a.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,what up have not received and answer about the information requested 
"Thank you, Do the specialists still not have any ideas for if a person wants to do construction. ",29-01-2010,Mesi eske espesyalis pako gen ide pou si yon moun ta vle konstwi,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thank you do the specialists still not have any ideas for if person wants to do construction 
"We need food and juice in the Peguy-Ville area, Impasse Erice (Tomorrow). Shalom! Let's live! ",29-01-2010,"Nou bezwen manje ak ju nan zon Pguy-Ville, Impasse Erice ( Do min ). Shalom! Ann viv!",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we need food and juice in the peguy ville area impasse erice tomorrow shalom let live 
NOTES: Regular gossip or message sharing. Not an emergency.,29-01-2010,"Bonjour! jnfritz ,di odner mouin te re lel mouin pa ka passer. senadge",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notes regular gossip or message sharing not an emergency 
".. the responsible churches to run after Satan. Good lord, praise you. ",29-01-2010,ut reskonsab legliz yo pou kouri dey satan. BONDYE beni ou.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, the responsible churches to run after satan good lord praise you 
I'm a professional plumber and I would like to participate in the reconstruction of the new Haiti. ,29-01-2010,Mwen se yon pwofesionel an plombrie mwen ta renmen bay patisipation nan konstriktion nouvel ayiti ma prenn salezien mwen finansye pa yon ong sinouvle mwe,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, professional plumber and would like to participate in the reconstruction of the new haiti 
Are Busses continuing to take passengers for free or is it over now? ,29-01-2010,Eske otobis yo fini ak zaf transpote moun gratis la.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,are busses continuing to take passengers for free or is it over now 
"Excuse me, this is not you I needed (as in, I called the wrong number) ",29-01-2010,Skize m se pa ou mwen bezwen.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,excuse me this is not you needed as in called the wrong number 
With what other means can we utilize how to protect our health. ,29-01-2010,Kilt mwayen nou ka itilize poun ka proteje sante nou.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,with what other means can we utilize how to protect our health 
"there's a group of people who are in the catholic church in Sarthe, they need (food?) .. ",29-01-2010,GEN YON GROUP MOUN KINAN SAT NAN EGLIZ KATOLIK SAT YO NESE SITE MAN,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,there group of people who are in the catholic church in sarthe they need food 
"How will they manage to verify ig the houses are ok or not. We have been living in the strees, scared to go inside our house, we dont know who to get in touch with to verify for us. ",29-01-2010,Ki jan yap fe pou exptize kay yo paske yo di moun pa antwe nou nan lari pa gen kob pou rele yon espesyalis sa nap fe,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,how will they manage to verify ig the houses are ok or not we have been living in the strees scared to go inside our house we dont know who to get in touch with to verify for us 
NOTES: personal request. Not an emergency.,29-01-2010,Mwn vle yon ti infomasyon plis tj,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notes personal request not an emergency 
I hear the music of block kod we will never forget ,29-01-2010,Mwen tande yon misik de blok kod nou pap janm bliye,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, hear the music of block kod we will never forget 
"The people of Saut D'eau need help, please help them ",29-01-2010,TRANSF : Mess : Moun sodo bezwen ed tanpri ede yo.,direct,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,the people of saut eau need help please help them 
the people of Saut d 'eau need help please help them ,29-01-2010,Moun sodo bezwen ed tanpri ede yo.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the people of saut eau need help please help them 
Hello I need to know what happen to the country ,29-01-2010,Bonjou mwen bezwen konnen sakap pase sou peyi a,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hello need to know what happen to the country 
Does a victim need a passport to go to Santo Domingo? ,29-01-2010,eske victim yo bezwen gen paspo pou yo ale sendomeng,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,does victim need passport to go to santo domingo 
Tell me what to do where there is an aftershock ,29-01-2010,Di m kisa mwen ka fe nan moman replik yo. Mesi.,direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,tell me what to do where there is an aftershock 
is it true that the earthquake will go into the provinces? ,29-01-2010,Eske se vre tranbleman de ta a pral travse nan pwovens yo,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,is it true that the earthquake will go into the provinces 
"my passeport expired how can I have it renewed,I got the stamp already. ",29-01-2010,passport mwen expire kijan map fe poum renouvle li mwen te gentan achete timbre deja.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,my passeport expired how can have it renewed got the stamp already 
Send me a message so I can know how to protect my head. ,29-01-2010,Voye mesaj pou mwen pou m ka konnen koman pou m pwoteje tet mwen.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,send me message so can know how to protect my head 
"What do I have to do, where do I have to go to find medical care? ",29-01-2010,Kisa pou m fe pou mwen jwenn swen,direct,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,what do have to do where do have to go to find medical care 
what should I do when there is answer people from St Marc will get answer ,29-01-2010,"KISAM DWE FE LEGEN REPLIK, ESKE MOUN SAINT MARC AP JWENN REPLIK.",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,what should do when there is answer people from st marc will get answer 
I'm a victim of the disaster. I'd like to have information on the country. ,29-01-2010,mwen se yon sinitre m'ta renmen gen enfomasyon sou peyi a,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, victim of the disaster like to have information on the country 
"Please do you know, is the Dominican Consulate open and operating normally? ",29-01-2010,SLT ESKE CONSULAT DOMIKEN AN TRAVAY NOMALMAN SVP?,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,please do you know is the dominican consulate open and operating normally 
If a person has a visa can they leave for the United States? ,29-01-2010,SI YON MOUN GEN VISA ESKE LI KA PATI ETA ZINI,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,if person has visa can they leave for the united states 
